#{"t_start": 1724772752.1111805, "env_id": "CustomHopper-source-v0"}
r,l,t
293.148829,123,123.919259
593.319082,209,124.117102
340.840677,134,124.241257
386.267558,141,124.372783
606.267404,215,124.514671
603.163798,214,124.653458
606.619077,215,124.791617
607.646831,215,124.931746
602.358314,212,125.05042
464.966046,163,125.239767
541.395957,186,125.455353
687.68936,244,125.743337
426.408475,156,125.966319
548.492384,191,127.323171
1272.976226,486,127.779861
217.457424,105,127.876782
340.191609,146,128.017562
366.380506,139,128.14852
541.259711,186,128.321064
264.589876,109,128.423021
341.327964,130,128.540544
300.836487,128,128.667482
559.387336,203,128.87843
380.565481,151,129.056669
554.212835,202,130.392733
615.291176,205,130.594069
313.633,135,130.729968
356.886616,153,130.86957
648.827954,209,131.066206
378.573528,146,131.199703
465.263628,162,131.353379
436.488475,150,131.496439
451.139407,161,131.644237
347.890239,176,131.802107
508.41234,169,131.958719
535.28063,178,132.119487
549.183295,177,133.477406
490.586563,211,133.660162
488.788041,210,133.771605
489.596916,210,133.88775
489.289697,210,133.999192
492.826758,212,134.107979
234.429758,118,134.216139
665.600352,211,134.406312
547.09263,194,134.589151
440.668375,152,134.726911
492.624676,169,134.881131
252.447894,117,134.993442
563.221664,188,135.16552
487.438536,166,135.317647
258.203472,113,135.422983
420.138331,147,135.562726
336.75173,140,135.691222
700.796152,242,137.094742
295.47299,128,137.211209
413.634192,150,137.354244
702.100227,220,137.557594
358.463335,147,137.703995
421.379153,148,137.878682
608.611164,202,138.117584
607.517055,217,138.339432
852.917141,288,138.631523
649.152643,209,138.83447
209.261595,93,138.92544
622.765465,222,140.109859
572.429707,200,140.338348
703.12775,266,140.646534
344.985134,149,140.824781
688.030448,226,141.053071
376.621482,138,141.176661
716.91587,238,141.336406
718.049787,239,141.461484
720.010305,239,141.587197
715.806083,238,141.711397
716.848742,239,141.838986
462.368491,154,141.993376
617.34122,209,142.187086
744.515886,224,142.43532
574.601474,204,142.674162
346.991451,141,142.806223
335.404321,141,144.163359
605.979358,193,144.373278
718.810844,289,144.63776
339.033314,133,144.763167
758.449803,278,145.015989
576.567282,203,145.243298
787.251434,275,145.535142
233.016423,100,145.646616
636.634331,230,145.906673
551.582292,196,146.126004
682.565281,231,147.366466
402.373504,150,147.526039
261.797497,130,147.654629
377.370648,145,147.8363
368.88204,145,148.037758
649.227696,218,148.292205
695.427107,225,148.557368
692.568498,220,148.773957
840.86028,261,149.017615
365.321028,155,149.169179
997.168163,335,149.494015
997.800925,333,149.679216
1003.893325,334,149.875052
996.173873,333,150.066388
997.348889,332,150.245186
547.107244,192,151.686425
336.517059,139,151.866706
1248.101172,413,152.29678
509.882491,175,152.499178
519.936078,191,152.709528
405.286405,147,152.873665
820.839118,264,153.211131
1071.036108,367,153.59331
788.461674,245,153.827113
331.159012,134,155.235556
1108.244577,392,155.632382
264.055198,115,155.753318
641.827004,216,155.980618
205.910703,93,156.087646
707.25986,211,156.32746
535.090664,195,156.555622
325.785089,138,156.703564
692.362955,206,156.936
439.646419,149,157.103709
669.468112,261,158.52601
725.370972,225,158.776107
595.84079,213,158.996733
682.802074,225,159.243032
808.392293,256,159.512307
783.503089,251,159.670734
777.143563,249,159.828019
833.597485,262,159.974303
822.668581,259,160.110776
662.486357,217,160.353344
340.146711,152,160.498116
609.488195,198,160.724185
460.571303,171,160.908825
414.349491,153,161.053901
940.716865,355,161.388851
864.984463,256,162.807792
568.621131,204,163.042587
376.121575,148,163.207881
558.774574,197,163.440088
440.187256,164,163.632684
1006.98362,356,164.026917
685.68755,216,164.274445
513.223727,203,164.487944
573.21693,209,164.730268
382.936579,163,165.862772
749.448731,276,166.161259
518.601478,196,166.363589
1266.867222,500,166.89287
860.470053,286,167.277015
485.914276,169,167.481229
568.800657,180,167.682093
691.536799,207,167.836765
703.932933,210,167.95364
687.920439,206,168.063448
690.398956,207,168.17355
705.633197,210,168.285383
672.098609,210,168.481458
551.189241,197,169.758544
663.191735,243,169.995073
635.820632,212,170.26275
579.445687,206,170.556453
518.166831,177,170.793839
908.566337,298,171.160907
629.336687,212,171.402078
470.365399,171,171.607782
1205.545674,500,173.310002
811.874436,263,173.553911
725.606105,249,173.837672
858.343571,299,174.189627
419.106257,167,174.424397
380.983511,194,174.671861
299.258985,129,174.812672
1096.159827,359,175.196165
670.524904,213,175.424833
