#{"t_start": 1724524147.7140648, "env_id": "CustomHopper-source-v0"}
r,l,t
739.266495,260,61.792811
570.088103,205,61.85197
848.186192,276,62.355348
328.789063,134,62.395003
638.342323,209,62.456996
702.60734,223,62.51884
477.037243,158,62.565185
509.470374,180,62.615474
423.134008,191,62.669811
513.104841,172,62.718559
614.385354,206,62.777867
846.416214,262,62.851436
715.301689,246,62.920351
289.581782,118,63.646388
373.350284,141,63.69183
987.676877,346,63.798523
390.532341,159,63.848582
1491.261183,500,63.970646
1393.171748,500,64.079722
1336.391988,500,64.202788
1367.482803,500,64.307514
1388.487294,500,64.417861
575.956822,206,64.483054
763.379856,255,64.551426
495.344588,185,64.603666
444.336181,170,64.651531
373.996864,137,64.692386
566.050507,194,64.750365
411.627143,140,65.54059
788.406029,265,65.622856
639.372314,216,65.690887
680.77467,228,65.758981
309.064556,142,65.804994
793.257416,263,65.885583
505.678387,178,65.940747
616.133048,192,66.015068
546.387395,234,66.084013
571.093864,215,66.150635
663.623389,208,67.056241
440.690873,143,67.09945
596.678189,228,67.165148
772.699125,250,67.236173
250.434573,116,67.271188
257.721215,125,67.307043
358.001688,155,67.354898
462.830785,177,67.411276
658.500394,209,67.47429
950.942573,314,67.601368
933.487064,310,67.675299
962.172057,318,67.749557
947.69635,313,67.822625
932.93708,309,67.893974
520.223876,185,67.954914
650.99407,217,68.45227
552.933419,197,68.516228
482.593971,182,68.574596
636.169605,212,68.640834
935.270291,310,68.735093
683.245724,214,68.801933
486.121699,213,68.869737
300.971958,133,68.909899
1403.709006,494,69.053371
507.359009,175,70.071085
770.582314,268,70.150113
457.473633,166,70.199914
1283.116919,435,70.329278
683.124723,204,70.393286
607.371164,232,70.466065
634.434854,205,70.527884
314.916984,126,70.568765
365.41657,144,70.613419
426.447346,160,71.125265
793.025041,273,71.211022
687.436718,247,71.28876
1076.005316,500,71.410357
1076.993672,500,71.521752
1078.653441,500,71.630951
1072.914862,500,71.738034
1075.521982,500,71.85101
468.85329,177,71.912491
690.441423,249,71.986247
295.674661,134,72.026844
1308.373873,446,72.159624
647.906183,212,72.225132
307.361487,137,72.267098
765.512591,257,72.795056
428.198045,137,72.838909
640.952082,245,72.916476
816.646256,283,73.005074
116.663401,65,73.026314
832.061887,273,73.110445
674.019047,224,73.17731
535.392426,176,73.233317
263.795384,117,73.269252
663.132731,227,73.339614
688.618635,228,74.114977
984.019911,300,74.204622
988.125768,332,74.307795
577.091186,177,74.356287
482.223461,173,74.403694
715.272808,238,74.475332
1064.183621,500,74.636349
1065.2359,500,74.743003
