#{"t_start": 1726013511.7930896, "env_id": "CustomHopper-target-v0"}
r,l,t
317.357374,139,58.346961
393.085959,173,58.409638
358.09184,161,58.466141
412.418405,174,58.528636
349.075056,162,58.586454
342.316325,159,58.644501
354.420941,157,58.700119
352.610696,154,58.756276
368.200196,160,58.814271
413.235852,194,58.883095
373.654441,158,58.940503
343.825676,153,58.999494
343.727792,153,59.045699
343.394622,153,59.090301
345.720541,154,59.136663
343.440782,153,59.181343
333.807023,149,59.763993
354.889821,157,59.819134
161.288569,84,59.850542
385.77756,164,59.908455
341.985845,152,59.963772
417.869483,176,60.027318
344.907244,152,60.081261
422.778195,177,60.144789
358.884429,159,60.20087
392.149082,171,60.262585
326.466897,143,60.313078
194.774293,100,60.350258
256.588779,124,60.393678
335.222547,147,60.447016
324.816784,145,61.022157
380.080363,159,61.079491
186.574814,88,61.111144
339.1394,148,61.164577
347.697797,151,61.21815
343.369783,148,61.271989
367.25392,160,61.328796
385.001261,166,61.38908
357.333455,156,61.444521
399.859817,163,61.503654
373.499209,153,61.559286
329.908189,143,61.610166
355.111357,154,61.666094
346.755491,149,61.718984
347.795513,149,62.296917
342.249984,149,62.349148
338.28974,154,62.405488
326.512057,141,62.455144
455.220148,181,62.520514
353.18497,156,62.597573
353.866683,156,62.642579
352.781514,156,62.689166
355.626949,157,62.734464
353.81697,156,62.780874
370.757497,169,62.851449
175.186918,86,62.883905
183.477644,90,62.91608
352.345718,156,62.970395
373.424187,169,63.032207
268.267868,140,63.083267
331.287491,146,63.134865
366.734637,163,63.193527
140.833903,77,63.221308
419.197654,176,63.806028
363.009218,169,63.865869
401.714251,177,63.929776
334.090254,157,63.98452
388.789472,173,64.047611
348.836631,154,64.103798
329.397542,149,64.156549
359.694903,165,64.216563
345.811257,158,64.272329
352.144714,167,64.33341
354.957232,160,64.389498
347.358069,156,64.44646
374.951736,165,65.028613
321.303302,144,65.079462
368.073536,169,65.140816
360.396599,163,65.198423
349.822532,153,65.254395
470.120645,183,65.32012
196.412492,103,65.35691
390.764169,179,65.421605
433.832462,175,65.482997
346.545005,150,65.537439
370.116012,158,65.592895
353.560338,157,65.675929
353.547816,157,65.721373
360.535977,159,65.769712
353.727583,157,65.815227
351.530683,156,65.862763
361.187274,162,65.934108
400.172229,175,65.995775
334.398161,148,66.572325
380.049186,167,66.631397
302.304381,146,66.68465
363.243113,169,66.746177
498.350257,200,66.816372
333.717088,146,66.870406
327.903516,150,66.923483
321.54785,152,66.978525
346.716231,153,67.032975
342.874123,158,67.09151
355.492854,163,67.150896
387.992431,172,67.211649
355.709806,162,67.793382
199.745424,104,67.830153
395.574389,175,67.893288
368.853687,169,67.952818
405.395969,185,68.020605
474.100708,186,68.086677
315.562746,147,68.137814
436.263485,191,68.206254
372.147095,169,68.267176
